date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:27	270120/270120	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2241f28-164b7a88cd0%22	http://whspr.xyz/static/fonts/Zilla_Slab/ZillaSlab-SemiBold.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Zilla_Slab/ZillaSlab-SemiBold.ttf	(from http://whspr.xyz/static/styles.css)
16:45:30	277636/277636	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2243c84-164b7a88cd0%22	http://whspr.xyz/static/fonts/Zilla_Slab/ZillaSlab-SemiBoldItalic.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Zilla_Slab/ZillaSlab-SemiBoldItalic.ttf	(from http://whspr.xyz/static/styles.css)
16:45:58	350668/350668	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22559cc-164b7a88cd0%22	http://whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:46:03	370884/370884	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%225a8c4-164b7a88cd0%22	http://whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Bold.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Bold.ttf	(from http://whspr.xyz/static/styles.css)
16:46:21	333656/333656	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2251758-164b7a88cd0%22	http://whspr.xyz/static/fonts/Noto_Serif/NotoSerif-BoldItalic.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Noto_Serif/NotoSerif-BoldItalic.ttf	(from http://whspr.xyz/static/styles.css)
16:46:22	323188/323188	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%224ee74-164b7a88cd0%22	http://whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Italic.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Noto_Serif/NotoSerif-Italic.ttf	(from http://whspr.xyz/static/styles.css)
16:46:51	325380/325380	---M--	200	added ('OK')	font/otf	etag:W/%224f704-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Light.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Light.otf	(from http://whspr.xyz/static/styles.css)
16:46:56	329364/329364	---M--	200	added ('OK')	font/otf	etag:W/%2250694-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Heavy.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Heavy.otf	(from http://whspr.xyz/static/styles.css)
16:47:02	29704/29704	---M--	200	added ('OK')	font/otf	etag:W/%227408-164b7a88cd0%22	http://whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-Bd.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-Bd.otf	(from http://whspr.xyz/static/styles.css)
16:47:07	29680/29680	---M--	200	added ('OK')	font/otf	etag:W/%2273f0-164b7a88cd0%22	http://whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-BdEx.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-BdEx.otf	(from http://whspr.xyz/static/styles.css)
16:47:12	30852/30852	---M--	200	added ('OK')	font/otf	etag:W/%227884-164b7a88cd0%22	http://whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-BdExO.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-BdExO.otf	(from http://whspr.xyz/static/styles.css)
16:47:14	328668/328668	---M--	200	added ('OK')	font/otf	etag:W/%22503dc-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Medium.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Medium.otf	(from http://whspr.xyz/static/styles.css)
16:47:15	327904/327904	---M--	200	added ('OK')	font/otf	etag:W/%22500e0-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Semibold.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Semibold.otf	(from http://whspr.xyz/static/styles.css)
16:47:17	30176/30176	---M--	200	added ('OK')	font/otf	etag:W/%2275e0-164b7a88cd0%22	http://whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-BdIt.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-BdIt.otf	(from http://whspr.xyz/static/styles.css)
16:47:19	31164/31164	---M--	200	added ('OK')	font/otf	etag:W/%2279bc-164b7a88cd0%22	http://whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-Blk.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-Blk.otf	(from http://whspr.xyz/static/styles.css)
16:47:20	31104/31104	---M--	200	added ('OK')	font/otf	etag:W/%227980-164b7a88cd0%22	http://whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-BlkIt.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-BlkIt.otf	(from http://whspr.xyz/static/styles.css)
16:47:22	30556/30556	---M--	200	added ('OK')	font/otf	etag:W/%22775c-164b7a88cd0%22	http://whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-Hv.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-Hv.otf	(from http://whspr.xyz/static/styles.css)
16:47:24	30352/30352	---M--	200	added ('OK')	font/otf	etag:W/%227690-164b7a88cd0%22	http://whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-HvEx.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-HvEx.otf	(from http://whspr.xyz/static/styles.css)
16:47:26	31776/31776	---M--	200	added ('OK')	font/otf	etag:W/%227c20-164b7a88cd0%22	http://whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-HvExO.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Widespace/Universe%20-%20HelveticaNeueLTStd-HvExO.otf	(from http://whspr.xyz/static/styles.css)
16:47:27	30952/30952	---M--	200	added ('OK')	font/otf	etag:W/%2278e8-164b7a88cd0%22	http://whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-HvIt.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Heavy/Universe%20-%20HelveticaNeueLTStd-HvIt.otf	(from http://whspr.xyz/static/styles.css)
16:47:29	29876/29876	---M--	200	added ('OK')	font/otf	etag:W/%2274b4-164b7a88cd0%22	http://whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-It.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-It.otf	(from http://whspr.xyz/static/styles.css)
16:47:30	29404/29404	---M--	200	added ('OK')	font/otf	etag:W/%2272dc-164b7a88cd0%22	http://whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-Roman.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Universal/Universe%20-%20HelveticaNeueLTStd-Roman.otf	(from http://whspr.xyz/static/styles.css)
16:47:34	40244/40244	---M--	200	added ('OK')	font/otf	etag:W/%229d34-164b7a88cd0%22	http://whspr.xyz/static/fonts/Outline/Universe%20-%20HelveticaNeueLTStd-BdOu.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Outline/Universe%20-%20HelveticaNeueLTStd-BdOu.otf	(from http://whspr.xyz/static/styles.css)
16:47:42	328848/328848	---M--	200	added ('OK')	font/otf	etag:W/%2250490-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Bold.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFUIText/SF-UI-Text-Bold.otf	(from http://whspr.xyz/static/styles.css)
16:47:43	86432/86432	---M--	200	added ('OK')	font/otf	etag:W/%22151a0-164b7a88cd0%22	http://whspr.xyz/static/fonts/SFMono/SFMono-Regular.otf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/SFMono/SFMono-Regular.otf	(from http://whspr.xyz/static/styles.css)
16:47:46	97376/97376	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2217c60-164b7a88cd0%22	http://whspr.xyz/static/fonts/Chunky/AlfaSlabOne-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Chunky/AlfaSlabOne-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:47:49	95320/95320	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2217458-164b7a88cd0%22	http://whspr.xyz/static/fonts/Angular/KumarOne-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Angular/KumarOne-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:47:50	51604/51604	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22c994-164b7a88cd0%22	http://whspr.xyz/static/fonts/Lines/Monoton-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Lines/Monoton-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:48:04	128948/128948	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%221f7b4-164b7a88cd0%22	http://whspr.xyz/static/fonts/AngularOutline/KumarOneOutline-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/AngularOutline/KumarOneOutline-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:48:05	115944/115944	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%221c4e8-164b7a88cd0%22	http://whspr.xyz/static/fonts/Rounded/Nunito-ExtraBold.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Rounded/Nunito-ExtraBold.ttf	(from http://whspr.xyz/static/styles.css)
16:48:12	48776/48776	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22be88-164b7a88cd0%22	http://whspr.xyz/static/fonts/ArtNouveau/Macondo-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/ArtNouveau/Macondo-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:48:13	428/428	---M--	200	added ('OK')	image/png	etag:W/%221ac-164b7a88cd0%22	http://whspr.xyz/static/link-arrow-light.png	C:/My%20Web%20Sites/kk/whspr.xyz/static/link-arrow-light.png	(from http://whspr.xyz/static/styles.css)
16:48:13	419/419	---M--	200	added ('OK')	image/png	etag:W/%221a3-164b7a88cd0%22	http://whspr.xyz/static/link-arrow-dark.png	C:/My%20Web%20Sites/kk/whspr.xyz/static/link-arrow-dark.png	(from http://whspr.xyz/static/styles.css)
16:48:14	15946/15946	---M--	200	added ('OK')	image/svg+xml	etag:W/%223e4a-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Standard.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Standard.svg	(from http://whspr.xyz/static/styles.css)
16:48:14	8023/8023	---M--	200	added ('OK')	image/svg+xml	etag:W/%221f57-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Wheel.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Wheel.svg	(from http://whspr.xyz/static/styles.css)
16:48:15	6775/6775	---M--	200	added ('OK')	image/svg+xml	etag:W/%221a77-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Tumble.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Tumble.svg	(from http://whspr.xyz/static/styles.css)
16:48:15	6072/6072	---M--	200	added ('OK')	image/svg+xml	etag:W/%2217b8-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Wavy.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Wavy.svg	(from http://whspr.xyz/static/styles.css)
16:48:15	20692/20692	---M--	200	added ('OK')	image/svg+xml	etag:W/%2250d4-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Tablet.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Tablet.svg	(from http://whspr.xyz/static/styles.css)
16:48:16	11557/11557	---M--	200	added ('OK')	image/svg+xml	etag:W/%222d25-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Technical.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Technical.svg	(from http://whspr.xyz/static/styles.css)
16:48:17	10008/10008	---M--	200	added ('OK')	image/svg+xml	etag:W/%222718-164b7a88cd0%22	http://whspr.xyz/static/stickers/BrandSticker-Follow.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/stickers/BrandSticker-Follow.svg	(from http://whspr.xyz/static/styles.css)
16:48:17	742/742	---M--	200	added ('OK')	image/svg+xml	etag:W/%222e6-164b7a88cd0%22	http://whspr.xyz/static/mapBlockPin.svg	C:/My%20Web%20Sites/kk/whspr.xyz/static/mapBlockPin.svg	(from http://whspr.xyz/static/styles.css)
16:48:25	220804/220804	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2235e84-164b7a88cd0%22	http://whspr.xyz/static/fonts/Morning/Shrikhand-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Morning/Shrikhand-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:48:29	276324/276324	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2243764-164b7a88cd0%22	http://whspr.xyz/static/fonts/Gesture/YatraOne-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Gesture/YatraOne-Regular.ttf	(from http://whspr.xyz/static/styles.css)
16:48:35	322828/322828	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%224ed0c-164b7a88cd0%22	http://whspr.xyz/static/fonts/Espresso/RozhaOne-Regular.ttf	C:/My%20Web%20Sites/kk/whspr.xyz/static/fonts/Espresso/RozhaOne-Regular.ttf	(from http://whspr.xyz/static/styles.css)
